ID	Symbol	StartDate	Size(MB)	Description	Exchange	Industry	Sector
555	HUB.B	1/2/1998	43.61	"Hubbell Inc A Common Stock"	NYSE	"Diversified Electronics"	"Technology"
556	HUGH	9/22/2006	4.46	"Hughes Communications/Inc"	NASDAQ	""	""
557	HUVL	12/20/2004	1.36	 	NASDAQ	""	""
558	HVB	12/20/2004	4.52	"Hudson Valley Holding Corp. Com"	NYSE	"Regional - Northeast Banks"	"Financial"
559	HWK	1/7/2004	3.82	"Hawk Corp"	NYSE	""	""
560	HYC	1/2/1998	21.97	"Hypercom Corp"	NYSE	""	""
561	IAAC	1/2/1998	6.32	"Intl Fcstone Inc"	NASDAQ	""	""
562	IACI	6/23/2003	53.95	"IAC/InterActiveCorp"	NASDAQ	"Catalog & Mail Order Houses"	"Services"
563	IBAS	11/19/1999	11.69	"Ibasis Inc"	NASDAQ	""	""
564	IBCA	6/3/1998	6.43	"Intervest Bancshares Corp."	NASDAQ	"Credit Services"	"Financial"
565	IBI	12/16/2004	17.83	"Interline Brands, Inc. Common S"	NYSE	"Building Materials Wholesale"	"Services"
566	IBNK	5/22/2000	9.44	 	NASDAQ	""	""
567	ICGE	8/5/1999	39.45	"ICG Group, Inc."	NASDAQ	"Internet Software & Services"	"Technology"
568	ICLK	7/7/2008	3.29	 	NASDAQ	""	""
569	ICO	11/21/2005	20.53	"International Coal Group/Inc"	NYSE	""	""
570	ICOC	1/2/1998	12.23	"Ico Inc"	NASDAQ	""	""
571	ICOG	9/13/2006	7.61	"Pendrell Corporation"	NASDAQ	"Wireless Communications"	"Technology"
572	ICXT	11/8/2007	2.75	"Icx Technologies Inc"	NASDAQ	""	""
573	ID	8/30/2006	17.8	"I.D. Systems, Inc. (IDSY)"	NYSE	"NYSE"	"NASDAQ"
574	IDC	12/10/2002	19.79	"Interactive Data Corp/MA"	NYSE	""	""
575	IDIX	7/22/2004	26.59	"Idenix Pharmaceuticals, Inc."	NASDAQ	"Biotechnology"	"Healthcare"
576	IFLO	1/2/1998	18.12	"I Flow Corp/DE"	NASDAQ	""	""
577	IFSIA	1/2/1998	34.53	"Interface, Inc."	NASDAQ	"Textile Industrial"	"Industrial Goods"
578	IFT	2/8/2011	3.76	"Imperial Holdings, Inc. Common"	NYSE	"Life Insurance"	"Financial"
579	IGTE	3/7/2000	27.91	"iGATE Corporation"	NASDAQ	"Information Technology Services"	"Technology"
580	IIG	8/16/2004	10.23	"Imergent, Inc. Common Stock"	AMEX	""	""
581	IKN	1/2/1998	28.14	"Ikon Office Solutions Inc"	NYSE	""	""
582	IMA	7/5/2000	21.23	"Alere Inc"	NYSE	""	""
583	IN	12/16/1999	31.89	"Intermec Inc. Common Stock"	NYSE	"Computer Peripherals"	"Technology"
584	INDM	3/14/2005	8.49	"United America Indemnity/LTD"	NASDAQ	""	""
585	INET	11/16/2007	4.11	"Internet Brands/Inc"	NASDAQ	""	""
586	INFA	4/29/1999	57.26	"Informatica Corporation"	NASDAQ	"Business Software & Services"	"Technology"
587	INHX	6/4/2004	7.85	"Inhibitex/Inc"	NASDAQ	""	""
588	INSP	12/15/1998	48.06	"InfoSpace, Inc."	NASDAQ	"Internet Information Providers"	"Technology"
589	INSU	7/31/2002	26.17	"Aegion Corp"	NASDAQ	"Heavy Construction"	"Industrial Goods"
590	IPCM	1/25/2008	15.4	"IPC The Hospitalist Company, In"	NASDAQ	"Specialized Health Services"	"Healthcare"
591	IPCS	3/17/2006	6.63	"iPCS/INC"	NASDAQ	""	""
592	IPSU	4/17/2003	17.99	"Imperial Sugar Company"	NASDAQ	"Confectioners"	"Consumer Goods"
593	IRC	6/9/2004	35.83	"Inland Real Estate Corporation"	NYSE	"REIT - Retail"	"Financial"
594	IRF	1/2/1998	60.39	"International Rectifier Corpora"	NYSE	"Semiconductor - Integrated Circuits"	"Technology"
595	IRIS	4/7/2004	14.33	"IRIS International, Inc."	NASDAQ	"Scientific & Technical Instruments"	"Technology"
596	ISH	1/2/1998	8.94	"International Shipholding Corpo"	NYSE	"Shipping"	"Services"
597	ISIS	5/8/2002	49.95	"Isis Pharmaceuticals, Inc."	NASDAQ	"Drug Manufacturers - Other"	"Healthcare"
598	ISLN	12/18/2006	9.53	"Isilon Systems/Inc"	NASDAQ	""	""
599	ISPH	8/3/2000	22.89	"Inspire Pharmaceuticals Inc"	NASDAQ	""	""
600	ISSI	1/2/1998	39.72	"Integrated Silicon Solution, In"	NASDAQ	"Semiconductor- Memory Chips"	"Technology"
601	ISTA	8/23/2000	13.41	"ISTA Pharmaceuticals, Inc."	NASDAQ	"Drug Manufacturers - Other"	"Healthcare"
602	ISYS	1/5/1998	12.31	"Integral Systems Inc/MD"	NASDAQ	""	""
603	ITLN	12/17/2007	1.61	"Intellon Corp"	NASDAQ	""	""
604	ITMN	3/24/2000	48.7	"InterMune, Inc."	NASDAQ	"Biotechnology"	"Healthcare"
605	ITWO	1/2/1998	37.68	"I2 Technologies Inc"	NASDAQ	""	""
606	IUSA	11/22/1999	18.05	"infoGROUP Inc"	NASDAQ	""	""
607	IVGN	2/26/1999	32.8	"Life Technologies Corp"	NASDAQ	""	""
608	IWA	11/22/2004	17.15	"Iowa Telecommunications Services Inc"	NYSE	""	""
609	IWOV	10/8/1999	28.43	"Interwoven Inc"	NASDAQ	""	""
610	JAG	7/23/2007	15.92	"Jaguar Mining Inc Ordinary Shar"	NYSE	"Gold"	"Basic Materials"
611	JAH	6/3/2002	52.67	"Jarden Corporation Common Stock"	NYSE	"Housewares & Accessories"	"Consumer Goods"
612	JAS	11/5/2003	21.77	"Jo-Ann Stores Inc"	NYSE	""	""
613	JAV	7/20/2006	7.26	"Javelin Pharmaceuticals/Inc"	NYSE	""	""
614	JAVA	1/2/1998	59.77	"Sun Microsystems/Inc"	NASDAQ	""	""
615	JCG	7/6/2006	19.16	"J Crew Group Inc"	NYSE	""	""
616	JDAS	1/2/1998	37.97	"JDA Software Group, Inc."	NASDAQ	"Business Software & Services"	"Technology"
617	JDSU	7/6/1999	78.08	"JDS Uniphase Corporation"	NASDAQ	"Communication Equipment"	"Technology"
618	JEF	1/2/1998	45.8	"Jefferies Group, Inc. Common St"	NYSE	"Investment Brokerage - Regional"	"Financial"
619	JMI	10/3/2012	6.39	 	NYSE	""	""
620	JNY	1/2/1998	59.03	"Jones Group, Inc. (The) Common"	NYSE	"Apparel Stores"	"Services"
621	JOSB	1/2/1998	41.88	"Jos. A. Bank Clothiers, Inc."	NASDAQ	"Apparel Stores"	"Services"
622	JOYG	8/1/2001	38.84	"Joy Global Inc. Common Stock"	NYSE	"Farm & Construction Machinery"	"Industrial Goods"
623	JRCC	1/25/2005	32.48	"James River Coal Company"	NASDAQ	"Industrial Metals & Minerals"	"Basic Materials"
624	JRN	9/24/2003	25.24	"Journal Communications, Inc. Cl"	NYSE	"Publishing - Newspapers"	"Services"
625	JTX	6/22/2004	21.98	 	NYSE	""	""
626	KAZ	9/21/2006	4.9	"BMB Munai Inc"	NYSE	""	""
627	KBALB	1/2/1998	21.57	"Kimball International, Inc."	NASDAQ	"Printed Circuit Boards"	"Technology"
628	KBW	11/9/2006	17.9	"KBW Inc Common Stock"	NYSE	"Asset Management"	"Financial"
629	KCI	3/2/2004	28.93	"Kinetic Concepts Inc"	NYSE	""	""
630	KCP	1/2/1998	22.28	"Kenneth Cole Productions, Inc."	NYSE	"Textile - Apparel Footwear & Accessories"	"Consumer Goods"
631	KDN	1/2/1998	36.7	"Kaydon Corporation Common Stock"	NYSE	"Machine Tools & Accessories"	"Industrial Goods"
632	KEYN	9/24/1999	21.61	"Keynote Systems, Inc."	NASDAQ	"Internet Software & Services"	"Technology"
633	KFED	3/31/2004	1.67	"K-Fed Bancorp"	NASDAQ	""	""
634	KFT	6/14/2001	49.35	"Kraft Foods Inc. Common Stock"	NYSE	"Food - Major Diversified"	"Consumer Goods"
635	KG	5/23/2000	42.82	"King Pharmaceuticals Inc"	NYSE	""	""
636	KIOR	6/24/2011	7.32	"KiOR, Inc."	NASDAQ	"Oil & Gas Refining & Marketing"	"Basic Materials"
637	KITD	8/13/2009	9.19	"KIT digital, Inc."	NASDAQ	"Entertainment - Diversified"	"Services"
638	KMGB	12/12/2003	6.57	"KMG Chemicals, Inc."	NASDAQ	"Specialty Chemicals"	"Basic Materials"
639	KNDL	1/2/1998	19.61	"Kendle International Inc"	NASDAQ	""	""
640	KNOL	12/18/2003	15.83	"Knology, Inc."	NASDAQ	"Wireless Communications"	"Technology"
641	KNOT	3/29/2005	15.76	"XO Group, Inc. Common Stock"	NYSE	"Specialty Retail, Other"	"Services"
642	KNSY	1/2/1998	20.68	"Kensey Nash Corporation"	NASDAQ	"Medical Instruments & Supplies"	"Healthcare"
643	KNXA	6/28/2005	18.94	"Kenexa Corporation Common Stock"	NYSE	"Business Software & Services"	"Technology"
644	KOG	6/21/2006	29.14	"Kodiak Oil & Gas Corp Common St"	NYSE	"Oil & Gas Drilling & Exploration"	"Basic Materials"
645	KPPC	3/13/2007	3.61	"Kapstone Paper & Packaging Corp"	NASDAQ	""	""
646	KRFT	9/17/2012	12.42	 	NASDAQ	""	""
647	KSWS	1/5/1998	32.03	"K-Swiss Inc."	NASDAQ	"Textile - Apparel Footwear & Accessories"	"Consumer Goods"
648	KTII	1/5/1998	1.74	"K Tron International Inc"	NASDAQ	""	""
649	KV.A	3/25/1999	27.64	"K-V Pharmaceutical Company Clas"	NYSE	"Drug Delivery"	"Healthcare"
650	KWK	10/22/2001	47.49	"Quicksilver Resources Inc. Comm"	NYSE	"Independent Oil & Gas"	"Basic Materials"
651	KWKA	10/22/2001	47.69	 	NASDAQ	""	""
652	KYTH	10/16/2012	6.61	 	NASDAQ	""	""
653	LAB	6/23/2000	31.67	"Labranche & Co Inc"	NYSE	""	""
654	LACO	3/23/2006	7.94	"Lakes Entertainment, Inc."	NASDAQ	"Resorts & Casinos"	"Services"
655	LAVA	11/21/2001	27.15	"Magma Design Automation, Inc."	NASDAQ	"Business Software & Services"	"Technology"
656	LCAPA	5/15/2006	21.34	"Liberty Media Corporation"	NASDAQ	"Entertainment - Diversified"	"Services"
657	LCAV	1/2/1998	28.93	"LCA-Vision Inc."	NASDAQ	"Medical Practitioners"	"Healthcare"
658	LCC	9/29/2005	35.48	"US Airways Group, Inc. New US A"	NYSE	"Major Airlines"	"Services"
659	LCRY	1/2/1998	11.67	"LeCroy Corporation"	NASDAQ	"NASDAQ"	"Scientific & Technical Instruments"
660	LDSH	3/10/1998	16.11	"Ladish Co Inc"	NASDAQ	""	""
661	LEAP	6/29/2005	33.5	"Leap Wireless International, In"	NASDAQ	"Wireless Communications"	"Technology"
662	LEDR	11/10/2008	2.4	"Market Leader, Inc"	NASDAQ	"Internet Information Providers"	"Technology"
663	LEGC	10/26/2005	1.28	"Legacy Bancorp/Inc"	NASDAQ	""	""
664	LEH	1/2/1998	44.54	"Lehman Brothers Holdings Inc"	NYSE	""	""
665	LF	7/25/2002	44.03	"Leapfrog Enterprises Inc Common"	NYSE	"Toys & Games"	"Consumer Goods"
666	LG	1/2/1998	31.41	"Laclede Gas Company Common Stoc"	NYSE	"Gas Utilities"	"Utilities"
667	LGN	1/30/2003	6.29	"Lodgian Inc"	NYSE	""	""
668	LINTA	5/10/2006	36.8	"Liberty Interactive Corporation"	NASDAQ	"Catalog & Mail Order Houses"	"Services"
669	LIZ	1/2/1998	48.68	"Liz Claiborne, Inc. Common Stoc"	NYSE	"Textile - Apparel Clothing"	"Consumer Goods"
670	LKQX	10/6/2003	28.11	"LKQ Corporation"	NASDAQ	"Auto Parts Wholesale"	"Services"
671	LMDIA	3/4/2008	8.84	"Liberty Interactive Corp"	NASDAQ	""	""
672	LNCR	1/2/1998	51.8	"Lincare Holdings Inc."	NASDAQ	"Home Health Care"	"Healthcare"
673	LNET	1/2/1998	20.7	"LodgeNet Interactive Corporatio"	NASDAQ	"CATV Systems"	"Services"
674	LNY	12/14/1999	22.88	"Landrys Restaurants Inc"	NYSE	""	""
675	LO	6/10/2008	31.49	"Lorillard, Inc Common Stock"	NYSE	"Cigarettes"	"Consumer Goods"
676	LOOP	6/7/2006	14.52	"LoopNet, Inc."	NASDAQ	"Property Management"	"Financial"
677	LPHI	10/21/2003	12.91	"Life Partners Holdings Inc"	NASDAQ	"Life Insurance"	"Financial"
678	LPS	7/3/2008	22.12	"Lender Processing Services, Inc"	NYSE	"Business Services"	"Services"
679	LRY	1/2/1998	48.32	"Liberty Property Trust"	NYSE	"REIT - Office"	"Financial"
680	LSE	3/19/2004	22.63	"Caplease Funding Inc Common Sto"	NYSE	"REIT - Office"	"Financial"
681	LSI	1/2/1998	73.33	"LSI Corporation Common Stock"	NYSE	"Semiconductor - Specialized"	"Technology"
682	LSR	10/15/2003	1.75	"Life Sciences Research Inc"	NYSE	""	""
683	LSTZA	11/20/2009	6.42	 	NASDAQ	""	""
684	LTD	1/2/1998	65.1	"Limited Brands, Inc."	NYSE	"Apparel Stores"	"Services"
685	LTM	7/26/2004	35.3	"Life Time Fitness Common Stock"	NYSE	"Sporting Activities"	"Services"
686	LTXC	9/2/2008	15.22	"LTX-Credence Corporation"	NASDAQ	"Semiconductor Equipment & Materials"	"Technology"
687	LTXX	1/2/1998	30.25	"Ltx-Credence Corp"	NASDAQ	""	""
688	LUFK	1/2/1998	27.35	"Lufkin Industries, Inc."	NASDAQ	"Oil & Gas Equipment & Services"	"Basic Materials"
689	LVB	1/2/1998	9.33	"Steinway Musical Instruments, I"	NYSE	"Recreational Goods, Other"	"Consumer Goods"
690	LWSN	1/31/2002	28.47	"Lawson Software/Inc"	NASDAQ	""	""
691	LZ	1/2/1998	40.42	"LUBRIZOL Corp"	NYSE	""	""
692	MAKO	2/20/2008	16.33	"MAKO Surgical Corp."	NASDAQ	"Medical Appliances & Equipment"	"Healthcare"
693	MALL	1/2/1998	16.19	"PC Mall, Inc."	NASDAQ	"Specialty Retail, Other"	"Services"
694	MAPP	10/9/2007	10.17	"MAP Pharmaceuticals, Inc."	NASDAQ	"Drug Manufacturers - Other"	"Healthcare"
695	MATK	1/2/1998	33.09	"Martek Biosciences Corp"	NASDAQ	""	""
696	MAXY	12/16/1999	23.84	"Maxygen, Inc."	NASDAQ	"Research Services"	"Services"
697	MBHI	6/3/1998	10.84	"Midwest Banc Holdings Inc"	NASDAQ	""	""
698	MBRK	6/29/2007	4.6	"MiddleBrook Pharmaceuticals/Inc"	NASDAQ	""	""
699	MCBI	12/16/1998	2.59	"MetroCorp Bancshares, Inc."	NASDAQ	"Regional - Southwest  Banks"	"Financial"
700	MCCC	3/13/2000	27.41	"Mediacom Communications Corp"	NASDAQ	""	""
701	MCGC	11/30/2001	38.68	"MCG Capital Corporation"	NASDAQ	"Asset Management"	"Financial"
702	MCP	7/29/2010	23.51	"Molycorp, Inc Common Stock $0.0"	NYSE	"Industrial Metals & Minerals"	"Basic Materials"
703	MCRL	1/2/1998	56.99	"Micrel, Incorporated"	NASDAQ	"Semiconductor - Integrated Circuits"	"Technology"
704	MCRS	1/2/1998	43.59	"MICROS Systems, Inc."	NASDAQ	"Application Software"	"Technology"
705	MDAS	12/13/2007	26.49	"MedAssets, Inc."	NASDAQ	"Healthcare Information Services"	"Technology"
706	MDCI	1/2/1998	18.32	"Medical Action Industries Inc."	NASDAQ	"Medical Appliances & Equipment"	"Healthcare"
707	MDF	11/22/2004	10.6	"Metropolitan Health Networks, I"	NYSE	"NYSE"	"Health Care Plans"
708	MDMD	8/11/2010	1.16	 	NASDAQ	""	""
709	MDS	1/30/1998	15.64	"Midas, Inc. Common Stock"	NYSE	"Auto Parts Wholesale"	"Services"
710	MDTH	8/1/2001	18.53	"MedCath Corporation"	NASDAQ	"Hospitals"	"Healthcare"
711	MDTL	6/23/2000	14.38	"Medis Technologies Ltd."	OTC MARKETS	""	""
712	MDW	1/3/2008	11.85	"Midway Gold Corporation Ordinar"	AMEX	"Gold"	"Basic Materials"
713	ME	3/3/2006	18.49	"Mariner Energy Inc"	NYSE	""	""
714	MEA	8/17/2005	19.72	"Metalico Inc Common Stock"	AMEX	"Steel & Iron"	"Basic Materials"
715	MEAS	9/13/2005	12.61	"Measurement Specialties, Inc."	NASDAQ	"Scientific & Technical Instruments"	"Technology"
716	MEDQ	3/10/2006	2.03	"Medquist Inc"	NASDAQ	""	""
717	MEDX	1/2/1998	35.91	"Medarex Inc"	NASDAQ	""	""
718	MEE	12/1/2000	39.85	"Alpha Appalachia Holdings/Inc"	NYSE	""	""
719	MELA	3/9/2006	13.74	"MELA Sciences, Inc"	NASDAQ	"Medical Instruments & Supplies"	"Healthcare"
720	MEMS	12/14/2007	2.93	"MEMSIC, Inc."	NASDAQ	"Semiconductor - Specialized"	"Technology"
721	MEND	6/16/2005	8.63	"Micrus Endovascular Corp"	NASDAQ	""	""
722	MERU	3/31/2010	7.56	"Meru Networks, Inc."	NASDAQ	"Wireless Communications"	"Technology"
723	METR	6/15/2009	5.06	"Metro Bancorp, Inc"	NASDAQ	"Regional - Northeast Banks"	"Financial"
724	MF	7/26/2007	17.61	 	NYSE	""	""
725	MFB	7/22/2005	19.95	"Maidenform Brands, Inc. Common"	NYSE	"Textile - Apparel Clothing"	"Consumer Goods"
726	MFE	7/1/2004	28.46	"McAfee/Inc"	NYSE	""	""
727	MFW	1/2/1998	14.87	"M & F Worldwide Corp"	NYSE	""	""
728	MGAM	1/2/1998	34.83	"Multimedia Games Holding Compan"	NASDAQ	"Gaming Activities"	"Services"
729	MHFI	1/2/1998	71.23	 	NASDAQ	""	""
730	MHP	1/2/1998	58.63	"McGraw-Hill Companies, Inc. (Th"	NYSE	"Publishing - Books"	"Services"
731	MHR	8/2/2006	23.94	"Magnum Hunter Resources Corpora"	NYSE	"Oil & Gas Drilling & Exploration"	"Basic Materials"
732	MHS	8/21/2003	38.07	"MedcoHealth Solutions Inc Commo"	NYSE	"Drugs Wholesale"	"Services"
733	MI	1/2/1998	43.98	"Marshall & Ilsley Corp"	NYSE	""	""
734	MICC	4/7/1999	30.27	 	NASDAQ	""	""
735	MIG	1/2/1998	27.52	"Meadowbrook Insurance Group, In"	NYSE	"Property & Casualty Insurance"	"Financial"
736	MIGP	12/16/2003	2.48	"Mercer Insurance Group Inc"	NASDAQ	""	""
737	MIL	7/15/2010	8.07	"MFC Industrial Ltd."	NYSE	"Industrial Metals & Minerals"	"Basic Materials"
738	MILL	12/31/1998	12.65	"Miller Energy Resourses, Inc. C"	NYSE	"Independent Oil & Gas"	"Basic Materials"
739	MIPI	2/2/2007	3.57	"Molecular Insight Pharmaceuticals/Inc"	NASDAQ	""	""
740	MIPS	6/30/1998	34.58	"MIPS Technologies, Inc."	NASDAQ	"Semiconductor- Memory Chips"	"Technology"
741	MIR	1/13/2006	20.66	"Mirant Corp"	NYSE	""	""
742	MITI	5/9/2006	10.79	"Micromet, Inc."	NASDAQ	"Biotechnology"	"Healthcare"
743	MKTG	4/21/2011	7.08	"Responsys, Inc."	NASDAQ	"Application Software"	"Technology"
744	MM	3/29/2012	12.54	 	NYSE	""	""
745	MMPI	1/25/2007	4.03	 	NASDAQ	""	""
746	MMR	11/18/1998	35.16	"McMoRan Exploration Company Com"	NYSE	"Independent Oil & Gas"	"Basic Materials"
747	MNRTA	1/2/1998	4.24	"Monmouth Real Estate Investment Corp"	NASDAQ	""	""
748	MOLX	3/24/2005	36.11	"Molex Incorporated"	NASDAQ	"Diversified Electronics"	"Technology"
749	MOT	1/2/1998	62.47	"Motorola Solutions/Inc"	NYSE	""	""
750	MOTR	6/18/2010	7.5	"Motricity, Inc."	NASDAQ	"Diversified Communication Services"	"Technology"
751	MOVE	5/3/2006	24.03	"Move, Inc."	NASDAQ	"Internet Information Providers"	"Technology"
752	MPO	4/20/2012	10.39	 	NYSE	""	""
753	MPR	6/18/1998	7.73	"Met-Pro Corporation Common Stoc"	NYSE	"Diversified Machinery"	"Industrial Goods"
754	MPS	10/6/1998	29.96	"MPS Group Inc"	NYSE	""	""
755	MRGE	5/7/1998	30.59	"Merge Healthcare Incorporated."	NASDAQ	"Healthcare Information Services"	"Technology"
756	MRH	10/10/2002	41.07	"Montpelier Re Holdings Ltd."	NYSE	"Property & Casualty Insurance"	"Financial"
757	MRX	9/24/1998	46.01	"Medicis Pharmaceutical Corporat"	NYSE	"Drugs - Generic"	"Healthcare"
758	MSCS	9/5/2006	8.88	"MSC Software Corp"	NASDAQ	""	""
759	MSHL	12/18/2003	2.9	"Marshall Edwards, Inc."	NASDAQ	"Drug Manufacturers - Other"	"Healthcare"
760	MSO	10/19/1999	40.29	"Martha Stewart Living Omnimedia"	NYSE	"Publishing - Periodicals"	"Services"
761	MSPD	12/15/2003	26.19	"Mindspeed Technologies, Inc."	NASDAQ	"Semiconductor Equipment & Materials"	"Technology"
762	MSSR	7/20/2004	10.47	"McCormick & Schmicks Seafood Restaurants Inc"	NASDAQ	""	""
763	MSW	12/8/1998	11.3	"Mission West Properties, Inc."	NASDAQ	"REIT - Office"	"Financial"
764	MTOX	2/16/2006	5.11	"Medtox Scientific, Inc."	NASDAQ	"NASDAQ"	"Medical Laboratories & Research"
765	MTSN	1/2/1998	39.42	"Mattson Technology, Inc."	NASDAQ	"Semiconductor Equipment & Materials"	"Technology"
766	MTXX	6/20/2002	12.37	"Matrixx Initiatives Inc"	NASDAQ	""	""
767	MV	11/2/2007	7.72	"Metavante Technologies/Inc"	NYSE	""	""
768	MVL	10/2/1998	31.81	"Marvel Entertainment/Inc"	NYSE	""	""
769	MVSN	1/2/1998	33.9	"Rovi Corp"	NASDAQ	""	""
770	MW	10/2/2000	54.62	"Men''s Wearhouse, Inc. (The) Com"	NYSE	"Apparel Stores"	"Services"
771	MWIV	8/3/2005	14.95	"MWI Veterinary Supply, Inc."	NASDAQ	"Medical Equipment Wholesale"	"Services"
772	MWV	1/30/2002	55.99	"Meadwestvaco Corporation Common"	NYSE	"Packaging & Containers"	"Consumer Goods"
773	MXB	11/15/2007	9.71	"MSCI Inc"	NYSE	""	""
774	MXGL	5/7/2007	10.57	"ALTERRA CAPITAL HOLDINGS Ltd"	NASDAQ	""	""
775	NABI	1/2/1998	30.58	"Nabi Biopharmaceuticals"	NASDAQ	"Biotechnology"	"Healthcare"
776	NAFC	1/2/1998	25.71	"Nash-Finch Company"	NASDAQ	"Food Wholesale"	"Services"
777	NAL	3/13/2007	17.12	"Newalliance Bancshares Inc"	NYSE	""	""
778	NARA	7/7/2005	15.94	"BBCN Bancorp, Inc."	NASDAQ	"Regional - Pacific Banks"	"Financial"
779	NAVR	1/2/1998	20.32	"Navarre Corporation"	NASDAQ	"Computers Wholesale"	"Services"
780	NBBC	8/1/2007	4.19	"NewBridge Bancorp"	NASDAQ	"Regional - Mid-Atlantic Banks"	"Financial"
781	NBCB	5/10/2013	2.2	 	NASDAQ	""	""
782	NBS	8/9/2007	11.54	"Neostem, Inc. Common Stock"	AMEX	"Specialized Health Services"	"Healthcare"
783	NCC	1/2/1998	41.35	"National City Corp"	NYSE	""	""
784	NCOC	4/22/2005	5.8	"National Coal Corp"	NASDAQ	""	""
785	NDN	1/2/1998	40.11	"99 Cents Only Stores"	NYSE	""	""
786	NEOP	7/28/1999	5.99	"Neoprobe Corp."	NYSE	""	""
787	NES	11/21/2007	24.76	 	NYSE	""	""
788	NETL	7/9/2004	27.63	"NetLogic Microsystems, Inc."	NASDAQ	"NASDAQ"	"Semiconductor- Memory Chips"
789	NEWP	1/2/1998	48.03	"Newport Corporation"	NASDAQ	"Scientific & Technical Instruments"	"Technology"
790	NFP	9/18/2003	28.85	"National Financial Partners Cor"	NYSE	"Insurance Brokers"	"Financial"
791	NGA	7/2/2003	6.61	"North American Galvanizing & Coatings Inc"	NYSE	""	""
792	NGPC	11/10/2004	15.2	"NGP Capital Resources Company"	NASDAQ	"Diversified Investments"	"Financial"
793	NGSX	5/2/2007	3.27	"NeurogesX, Inc."	NASDAQ	"Drug Manufacturers - Other"	"Healthcare"
794	NHP	1/2/1998	37.4	"Nationwide Health Properties/LLC"	NYSE	""	""
795	NHWK	2/9/2006	11.99	"NightHawk Radiology Holdings Inc"	NASDAQ	""	""
796	NITE	7/8/1998	45.06	"Knight Capital Group/Inc"	NASDAQ	""	""
797	NIV	3/13/2009	3.27	"NIVS IntelliMedia Technology Group/Inc"	NYSE	""	""
798	NLC	11/16/2004	27.09	"Nalco Holding CO"	NYSE	""	""
799	NLCI	12/8/1998	1.42	"Nobel Learning Communities Inc"	NASDAQ	""	""
800	NOR	5/14/2010	16.85	"Noranda Aluminum Holding Corpor"	NYSE	"Aluminum"	"Basic Materials"
801	NOVA	8/18/1999	9.34	"Novamed Inc"	NASDAQ	""	""
802	NOVL	1/2/1998	54.92	"Novell Inc"	NASDAQ	""	""
803	NPBC	1/2/1998	40.39	"National Penn Bancshares, Inc."	NASDAQ	"Regional - Northeast Banks"	"Financial"
804	NPSP	1/2/1998	47.22	"NPS Pharmaceuticals, Inc."	NASDAQ	"Biotechnology"	"Healthcare"
805	NRCI	4/17/2006	1.19	"National Research Corporation"	NASDAQ	"Research Services"	"Services"
806	NST	9/27/1999	35.91	"NSTAR Common Stock"	NYSE	"Electric Utilities"	"Utilities"
807	NSTC	10/1/2004	15.57	"Ness Technologies Inc"	NASDAQ	""	""
808	NTLS	2/9/2006	25.95	"NTELOS Holdings Corp."	NASDAQ	"Wireless Communications"	"Technology"
809	NTSC	1/2/1998	2.57	"National Technical Systems, Inc"	NASDAQ	"Research Services"	"Services"
810	NTSP	10/19/2010	7.62	"NetSpend Holdings, Inc."	NASDAQ	"Business Services"	"Services"
811	NTY	9/19/2003	26.59	"Nbty Inc"	NYSE	""	""
812	NU	1/2/1998	56.91	"Northeast Utilities Common Stoc"	NYSE	"Diversified Utilities"	"Utilities"
813	NVE	10/27/2008	22.82	"NV Energy, Inc Common Stock"	NYSE	"Diversified Utilities"	"Utilities"
814	NVTL	11/21/2000	36.95	"Novatel Wireless, Inc."	NASDAQ	"Diversified Communication Services"	"Technology"
815	NWK	1/2/1998	17.53	"Network Equipment Technologies,"	NASDAQ	"Networking & Communication Devices"	"Technology"
816	NWSB	1/2/1998	10.5	"Northwest Bancorp Inc"	NASDAQ	""	""
817	NYB	12/20/2002	44.67	"New York Community Bancorp, Inc"	NYSE	"Savings & Loans"	"Financial"
818	NYM	1/2/1998	6.17	"Nymagic Inc"	NYSE	""	""
819	NYX	3/8/2006	35.32	"NYSE Euronext Common Stock"	NYSE	"Diversified Investments"	"Financial"
820	NZ	7/25/2007	9.78	"Netezza Corp"	NYSE	""	""
821	OABC	1/21/2010	3.21	"OmniAmerican Bancorp, Inc."	NASDAQ	"Regional - Southwest  Banks"	"Financial"
822	OCR	1/2/1998	59.95	"Omnicare, Inc. Common Stock"	NYSE	"Drugs Wholesale"	"Services"
823	OCZ	4/23/2010	11.28	"OCZ Technology Group Inc"	NASDAQ	"Data Storage Devices"	"Technology"
824	ODSY	11/1/2001	24.73	"Odyssey Healthcare Inc"	NASDAQ	""	""
825	OEH	8/10/2000	33.84	"Orient-Express Hotels Ltd. Comm"	NYSE	"Lodging"	"Services"
826	OFI	11/4/2002	5.26	"Overhill Farms, Inc. Common Sto"	AMEX	"Processed & Packaged Goods"	"Consumer Goods"
827	OMG	2/1/2000	45.97	"OM Group, Inc. Common Stock"	NYSE	"Specialty Chemicals"	"Basic Materials"
828	OMPI	12/14/2006	12.18	"Obagi Medical Products, Inc."	NASDAQ	"Biotechnology"	"Healthcare"
829	OMTH	4/11/2013	0.35	 	NASDAQ	""	""
830	OMTR	6/28/2006	14.11	"Omnitek Engineering Corp"	NASDAQ	""	""
831	OMX	1/2/1998	54.98	"Officemax Incorporated"	NYSE	"Specialty Retail, Other"	"Services"
