ID	Symbol	StartDate	Size(MB)	Description	Exchange	Industry	Sector
280	CPTS	1/2/1998	30.84	"Conceptus, Inc."	NASDAQ	"Medical Instruments & Supplies"	"Healthcare"
281	CPWM	1/2/1998	28.88	"Cost Plus, Inc."	NASDAQ	"NASDAQ"	"Department Stores"
282	CPWR	1/2/1998	72.65	"Compuware Corporation"	NASDAQ	"Application Software"	"Technology"
283	CPX	4/21/2006	22.56	"Complete Production Services/Inc"	NYSE	""	""
284	CPY	1/2/1998	12.4	"C P I CORP"	OTHER OTC	""	""
285	CQB	1/2/1998	45.37	"Chiquita Brands International,"	NYSE	"Farm Products"	"Consumer Goods"
286	CRA	5/6/1999	39.84	"Celera CORP"	NYSE	""	""
287	CRBC	1/3/2007	22.08	"Citizens Republic Bancorp, Inc."	NASDAQ	"Regional - Midwest Banks"	"Financial"
288	CRDN	1/2/1998	34.16	"Ceradyne, Inc."	NASDAQ	"Industrial Equipment & Components"	"Industrial Goods"
289	CRE	6/22/2007	2.96	"Care Investment Trust Inc"	NYSE	""	""
290	CRFN	8/21/2002	1.19	"Crescent Financial Bancshares,"	NASDAQ	"Regional - Mid-Atlantic Banks"	"Financial"
291	CRN	12/10/1998	12.93	"Cornell Companies Inc"	NYSE	""	""
292	CRRC	1/13/1998	10.3	"Courier Corporation"	NASDAQ	"Publishing - Books"	"Services"
293	CRTX	5/27/2004	7.97	"Cornerstone Therapeutics Inc."	NASDAQ	"Biotechnology"	"Healthcare"
294	CRWN	5/8/2000	15.15	"Crown Media Holdings, Inc."	NASDAQ	"CATV Systems"	"Services"
295	CSCX	9/1/2005	6.06	"Cardiac Science CORP"	NASDAQ	""	""
296	CSE	8/12/2003	42.94	"CapitalSource Inc Common Stock"	NYSE	"Credit Services"	"Financial"
297	CSG	5/21/2013	9.65	 	NYSE	""	""
298	CSKI	9/16/2008	6.27	"China Sky One Medical, Inc."	NASDAQ	"Drug Related Products"	"Healthcare"
299	CSR	10/29/2007	13.07	"CSR plc (CSRE)"	NASDAQ	""	""
300	CSTR	1/2/1998	41.43	"Coinstar, Inc."	NASDAQ	"Specialty Retail, Other"	"Services"
301	CT	1/2/1998	15.12	"Capital Trust, Inc. Common Stoc"	NYSE	"Property Management"	"Financial"
302	CTCM	6/1/2006	33.65	"CTC Media, Inc."	NASDAQ	"Broadcasting - TV"	"Services"
303	CTCT	10/12/2007	24.41	"Constant Contact, Inc."	NASDAQ	"Marketing Services"	"Services"
304	CTFO	1/29/2008	4.36	"China TransInfo Technology Corp"	NASDAQ	"Application Software"	"Technology"
305	CTGX	6/5/2006	5.63	"Computer Task Group, Incorporat"	NASDAQ	"Information Technology Services"	"Technology"
306	CTRX	6/23/2006	27.64	"Catamaran Corporation"	NASDAQ	"Application Software"	"Technology"
307	CV	3/3/2009	4.99	"Central Vermont Public Service"	NYSE	"Electric Utilities"	"Utilities"
308	CVC	12/7/1999	69.44	"Cablevision Systems Corporation"	NYSE	"CATV Systems"	"Services"
309	CVD	1/2/1998	51.59	"Covance Inc. Common Stock"	NYSE	"Medical Laboratories & Research"	"Healthcare"
310	CVH	1/2/1998	49.75	"Coventry Health Care, Inc. Comm"	NYSE	"Health Care Plans"	"Healthcare"
311	CVTX	1/2/1998	30.71	"CV Therapeutics Inc"	NASDAQ	""	""
312	CWH	1/2/1998	54.55	"CommonWealth Reit"	NYSE	""	""
313	CWTR	1/2/1998	36.36	"Coldwater Creek, Inc."	NASDAQ	"Textile - Apparel Footwear & Accessories"	"Consumer Goods"
314	CXG	1/19/2006	12.94	"CNX Gas Corp"	NYSE	""	""
315	CXM	8/1/2007	5.98	"Cardium Therapeutics, Inc. Comm"	AMEX	"Biotechnology"	"Healthcare"
316	CXPO	9/20/2006	5.77	"Crimson Exploration Inc."	NASDAQ	"Independent Oil & Gas"	"Basic Materials"
317	CXS	9/17/2009	8.84	"Crexus Investment Corp. Crexus"	NYSE	"REIT - Diversified"	"Financial"
318	CYBS	6/24/1999	23.65	"Cybersource Corp"	NASDAQ	""	""
319	CYBX	1/2/1998	45.59	"Cyberonics, Inc."	NASDAQ	"Medical Appliances & Equipment"	"Healthcare"
320	CYCL	1/2/1998	18.89	"Centennial Communications Corp/DE"	NASDAQ	""	""
321	CYMI	1/2/1998	53.37	"Cymer, Inc."	NASDAQ	"Semiconductor Equipment & Materials"	"Technology"
322	CYN	1/2/1998	48.8	"City National Corporation Commo"	NYSE	"Regional - Pacific Banks"	"Financial"
323	CYNI	5/9/2013	4.18	 	NASDAQ	""	""
324	CYPB	1/2/1998	22.63	"Cypress Bioscience Inc"	NASDAQ	""	""
325	CYT	1/2/1998	53.86	"Cytec Industries Inc. Common St"	NYSE	"Specialty Chemicals"	"Basic Materials"
326	CZN	1/2/1998	32.16	"Frontier Communications Corp"	NYSE	""	""
327	DBLE	1/2/1998	7.01	"Double Eagle Petroleum Company"	NASDAQ	"Independent Oil & Gas"	"Basic Materials"
328	DBRN	1/2/1998	30.13	"Dress Barn Inc"	NASDAQ	""	""
329	DBTK	12/15/2006	8.32	"Double-Take Software/Inc"	NASDAQ	""	""
330	DCP	5/4/2006	12.87	"DCP Midstream Partners, LP DCP  (DPM)"	NYSE	"Oil & Gas Pipelines"	"Basic Materials"
331	DDIC	3/5/2004	9.71	"DDi Corp."	NASDAQ	"Printed Circuit Boards"	"Technology"
332	DDMX	3/14/2005	6.12	"Dynamex Inc"	NASDAQ	""	""
333	DDRX	6/27/2005	2.07	"Diedrich Coffee Inc"	NASDAQ	""	""
334	DECC	1/5/1998	4.67	"D&E Communications Inc"	NASDAQ	""	""
335	DELL	1/2/1998	80.28	"Dell Inc."	NASDAQ	"Personal Computers"	"Technology"
336	DFG	1/2/1998	30.74	"Delphi Financial Group, Inc. Co"	NYSE	"Life Insurance"	"Financial"
337	DFR	6/29/2005	10.37	"CIFC Corp."	NASDAQ	"Asset Management"	"Financial"
338	DFZ	12/2/2005	4.3	"R.G. Barry Corporation"	NASDAQ	"Textile - Apparel Footwear & Accessories"	"Consumer Goods"
339	DGIT	1/2/1998	27.04	"Digital Generation, Inc."	NASDAQ	"Networking & Communication Devices"	"Technology"
340	DINE	5/27/2008	1.87	"Rewards Network Inc"	NASDAQ	""	""
341	DIVX	9/25/2006	11.08	"Divx Inc"	NASDAQ	""	""
342	DJ	1/2/1998	28.48	"Dow Jones & Co Inc"	NYSE	""	""
343	DLGC	10/4/2010	1.04	"Dialogic, Inc."	NASDAQ	"Communication Equipment"	"Technology"
344	DLLR	1/28/2005	25.91	"DFC Global Corp"	NASDAQ	"Credit Services"	"Financial"
345	DLM	2/5/1999	35.25	"Del Monte Foods Co"	NYSE	""	""
346	DMAN	8/10/2007	8.88	"DemandTec/Inc"	NASDAQ	""	""
347	DMND	7/21/2005	28.4	"Diamond Foods, Inc."	NASDAQ	"Processed & Packaged Goods"	"Consumer Goods"
348	DNA	7/20/1999	40.16	"Genentech Inc"	NYSE	""	""
349	DNBK	1/10/2008	5.24	"Danvers Bancorp/Inc"	NASDAQ	""	""
350	DNDN	6/19/2000	49.74	"Dendreon Corporation"	NASDAQ	"Biotechnology"	"Healthcare"
351	DNEX	1/2/1998	20.6	"Dionex Corp/DE"	NASDAQ	""	""
352	DOLE	10/23/2009	13.07	"Dole Food Company, Inc Common S"	NYSE	"Food - Major Diversified"	"Consumer Goods"
353	DPL	1/2/1998	42.04	"DPL Inc"	NYSE	""	""
354	DPTR	1/2/1998	29.01	 	NASDAQ	""	""
355	DRC	8/5/2005	38.38	"Dresser-Rand Group Inc. Common"	NYSE	"Diversified Machinery"	"Industrial Goods"
356	DRCO	1/2/1998	6.43	"Dynamics Research Corporation"	NASDAQ	"Business Software & Services"	"Technology"
357	DRIV	8/12/1998	55.03	"Digital River, Inc."	NASDAQ	"Internet Software & Services"	"Technology"
358	DRL	1/8/2003	33.39	"Doral Financial Corporation NEW"	NYSE	"Mortgage Investment"	"Financial"
359	DRTX	7/19/2012	3.9	 	NASDAQ	""	""
360	DSCM	7/28/1999	22.91	"Drugstore Com Inc"	NASDAQ	""	""
361	DSCO	1/2/1998	36.61	"Discovery Laboratories, Inc."	NASDAQ	"Biotechnology"	"Healthcare"
362	DTG	1/2/1998	32.74	"Dollar Thrifty Automotive Group Inc"	NYSE	""	""
363	DTPI	1/2/1998	24.7	"Diamond Management & Technology Consultants/Inc"	NASDAQ	""	""
364	DTV	3/13/2007	38.23	"DIRECTV"	NASDAQ	"CATV Systems"	"Services"
365	DUF	10/8/2007	11.84	"Duff & Phelps Corporation Class"	NYSE	"Asset Management"	"Financial"
366	DUSA	1/2/1998	14.17	"DUSA Pharmaceuticals, Inc."	NASDAQ	"NASDAQ"	"Drug Manufacturers - Other"
367	DVOX	4/22/2010	2.95	"DynaVox Inc."	NASDAQ	"Application Software"	"Technology"
368	DVR	12/14/2006	26.1	"Cal Dive International, Inc. Co"	NYSE	"Oil & Gas Equipment & Services"	"Basic Materials"
369	DXM	5/2/2013	5.69	 	NYSE	""	""
370	DYAX	8/15/2000	31.54	"Dyax Corp."	NASDAQ	"Biotechnology"	"Healthcare"
371	EBTX	7/18/2007	1.53	"Encore Bancshares, Inc."	NASDAQ	"Regional - Southwest  Banks"	"Financial"
372	ECLP	8/7/1998	32.58	"Eclipsys Corp"	NASDAQ	""	""
373	EDG	4/30/2012	2.14	 	NYSE	""	""
374	EDS	10/19/2009	1.59	"Exceed Company Ltd."	NASDAQ	"Textile - Apparel Footwear & Accessories"	"Consumer Goods"
375	EEE	1/2/1998	24.3	"Evergreen Energy Inc New"	NYSE	""	""
376	EF	5/31/2001	9.34	"Edelman Financial Group Inc. (T"	NASDAQ	"Asset Management"	"Financial"
377	EIHI	9/5/2006	2.25	"Eastern Insurance Holdings, Inc"	NASDAQ	"Accident & Health Insurance"	"Financial"
378	EK	1/2/1998	59.04	"Eastman Kodak Co"	NYSE	""	""
379	ELMG	1/2/1998	15.37	"Ems Technologies Inc"	NASDAQ	""	""
380	ELOY	2/16/2000	4.22	"Mattersight Corporation"	NASDAQ	"Application Software"	"Technology"
381	ELX	6/24/2002	50.13	"Emulex Corporation Common Stock"	NYSE	"Data Storage Devices"	"Technology"
382	EM	8/12/2009	5.69	 	NYSE	""	""
383	EMS	12/16/2005	14.1	"Emergency Medical Services CORP"	NYSE	""	""
384	END	6/15/2004	23.16	"Endeavor International Corporat"	NYSE	"Independent Oil & Gas"	"Basic Materials"
385	ENER	1/2/1998	37.8	"Energy Conversion Devices, Inc."	NASDAQ	"Semiconductor - Specialized"	"Technology"
386	ENTR	12/7/2007	21.17	"Entropic Communications, Inc."	NASDAQ	"Semiconductor - Broad Line"	"Technology"
387	EOPN	7/26/2012	5.41	 	NASDAQ	""	""
388	EOX	3/1/2011	13.03	 	NYSE	""	""
389	EP	12/31/2001	48.43	"El Paso Corporation Common Stoc"	NYSE	"Oil & Gas Pipelines"	"Basic Materials"
390	EPAX	5/10/2002	14.6	"Ambassadors Group, Inc."	NASDAQ	"Education & Training Services"	"Services"
391	EPHC	10/4/2005	6.24	"Epoch Holding Corporation"	NASDAQ	"Asset Management"	"Financial"
392	EPIC	5/18/1999	27.09	"Epicor Software Corp"	NASDAQ	""	""
393	EPL	9/23/2009	12.82	"Energy Partners, Ltd. Common St"	NYSE	"Independent Oil & Gas"	"Basic Materials"
394	EPOC	2/2/2011	2.68	"Epocrates, Inc."	NASDAQ	"Medical Appliances & Equipment"	"Healthcare"
395	EQU	6/1/2010	5.36	"Equal Energy Ltd. Common Shares"	NYSE	"Oil & Gas Drilling & Exploration"	"Basic Materials"
396	ERES	4/27/2001	28.97	"eResearch Technology Inc."	NASDAQ	"Medical Laboratories & Research"	"Healthcare"
397	ERT	4/27/2001	31.09	"eResearch Technology Inc."	NASDAQ	"Medical Laboratories & Research"	"Healthcare"
398	ERTS	1/2/1998	59.93	"Electronic Arts Inc."	NASDAQ	"Multimedia & Graphics Software"	"Technology"
399	ESBF	5/1/1998	3.07	"ESB Financial Corporation"	NASDAQ	"Savings & Loans"	"Financial"
400	ESC	1/2/1998	19.42	"Emeritus Corporation Common Sto"	NYSE	"Long-Term Care Facilities"	"Healthcare"
401	ESLR	11/15/2000	30.24	"Evergreen Solar Inc"	NASDAQ	""	""
402	ET	3/22/2012	3.88	 	NYSE	""	""
403	EVRY	1/16/2013	1.73	 	NASDAQ	""	""
404	EVVV	6/17/2005	15.8	"ev3 Inc"	NASDAQ	""	""
405	EXBD	2/23/1999	35.35	"Corporate Executive Board Compa"	NYSE	"Management Services"	"Services"
406	EXH	8/21/2007	33.3	"Exterran Holdings, Inc. Common"	NYSE	"Oil & Gas Equipment & Services"	"Basic Materials"
407	EXL	4/23/2010	10.99	"Excel Trust, Inc. Common Stock"	NYSE	"REIT - Diversified"	"Financial"
408	EXM	9/15/2005	24.95	"Excel Maritime Carriers Ltd."	NYSE	"Shipping"	"Services"
409	EXXI	8/1/2007	31.9	"Energy XXI (Bermuda) Limited"	NASDAQ	"Oil & Gas Equipment & Services"	"Basic Materials"
410	FACT	12/19/2008	2.97	"Abbott Biotherapeutics Corp"	NASDAQ	""	""
411	FADV	6/6/2003	8.12	"First Advantage Corp"	NASDAQ	""	""
412	FBCM	6/8/2007	7.83	"FBR & Co"	NASDAQ	"Asset Management"	"Financial"
413	FBN	1/2/1998	44.07	"Furniture Brands International,"	NYSE	"Home Furnishings & Fixtures"	"Consumer Goods"
414	FCAL	5/1/2007	2.65	"First California Financial Grou"	NASDAQ	"Regional - Pacific Banks"	"Financial"
415	FCL	3/30/2011	0.06	"Focus Morningstar Consumer Cycl"	NYSE	"Focusshares Trust"	"Consumer Cyclical"
416	FDO	1/2/1998	64.93	"Family Dollar Stores, Inc. Comm"	NYSE	"Discount, Variety Stores"	"Services"
417	FDRY	9/28/1999	38.37	"Foundry Networks LLC"	NASDAQ	""	""
418	FEED	8/29/2007	12.88	"AGFEED INDUSTRIES"	OTHER OTC	""	""
419	FFBH	1/2/1998	1.3	"First Federal Bancshares of Ark"	NASDAQ	"Savings & Loans"	"Financial"
420	FFCH	1/2/1998	12.77	"First Financial Holdings, Inc."	NASDAQ	"Savings & Loans"	"Financial"
421	FFKY	1/5/1998	0.98	"First Financial Service Corpora"	NASDAQ	"Regional - Southeast Banks"	"Financial"
422	FFN	5/11/2011	2.3	"FriendFinder Networks Inc."	NASDAQ	"Internet Software & Services"	"Technology"
423	FGXI	10/25/2007	3.83	"FGX International Holdings LTD"	NASDAQ	""	""
424	FIC	1/2/1998	29.49	"Fair Isaac Corp"	NYSE	""	""
425	FIO	6/9/2011	13.83	"Fusion-io, Inc. Common Stock"	NYSE	"Data Storage Devices"	"Technology"
426	FIRE	3/9/2007	18.97	"Sourcefire, Inc."	NASDAQ	"Security Software & Services"	"Technology"
427	FLDR	1/2/1998	10.85	 	NASDAQ	""	""
428	FMFC	1/2/1998	1.51	"First M & F Corporation"	NASDAQ	"Regional - Southeast Banks"	"Financial"
429	FMR	10/18/2006	8.24	"First Mercury Financial Corp"	NYSE	""	""
430	FNBN	1/5/1998	2.53	"FNB United Corp."	NASDAQ	"Regional - Mid-Atlantic Banks"	"Financial"
431	FNM	1/27/2003	39.14	"Federal National Mortgage Association Fannie Mae"	NYSE	""	""
432	FNP	1/2/1998	56.63	"Fifth & Pacific Companies, Inc."	NYSE	"Textile - Apparel Clothing"	"Consumer Goods"
433	FO	1/2/1998	48.66	"Beam Inc"	NYSE	""	""
434	FPFC	1/4/1999	7.97	 	NASDAQ	""	""
435	FPIC	1/2/1998	13.96	"Fpic Insurance Group Inc"	NASDAQ	""	""
436	FPTB	6/13/2006	1.1	 	NASDAQ	""	""
437	FPU	1/2/1998	0.99	"Florida Public Utilities Co"	NYSE	""	""
438	FRE	10/9/2003	31.26	"Federal Home Loan Mortgage Corp"	NYSE	""	""
439	FRF	12/17/2010	1.68	"Fortegra Financial Corporation"	NYSE	"Property & Casualty Insurance"	"Financial"
440	FRM	6/18/2003	18.66	"Furmanite Corporation Common St"	NYSE	"Technical Services"	"Services"
441	FRNK	4/28/2011	2.11	"Franklin Financial Corporation"	NASDAQ	"Regional - Southeast Banks"	"Financial"
442	FRS	1/2/1998	2.6	"Frisch''s Restaurants, Inc. Comm"	AMEX	"Restaurants"	"Services"
443	FRX	10/8/1999	61.58	"Forest Laboratories, Inc. Class"	NYSE	"Drug Manufacturers - Other"	"Healthcare"
444	FRZ	8/10/2005	11.51	 	NYSE	""	""
445	FSCI	5/18/2001	6.96	"Fisher Communications, Inc."	NASDAQ	"Broadcasting - TV"	"Services"
446	FSGI	8/10/2005	3.83	"First Security Group, Inc."	NASDAQ	"Savings & Loans"	"Financial"
447	FSII	1/2/1998	20.19	"FSI International, Inc."	NASDAQ	"NASDAQ"	"Semiconductor Equipment & Materials"
448	FSIN	1/30/2006	12.44	"Fushi Copperweld, Inc."	NASDAQ	"Industrial Electrical Equipment"	"Industrial Goods"
449	FSL	5/26/2011	17.83	"Freescale Semiconductor Holding"	NYSE	"Semiconductor - Broad Line"	"Technology"
450	FSR	3/30/2007	11.91	"Flagstone Reinsurance Holdings"	NYSE	"Property & Casualty Insurance"	"Financial"
451	FST	1/2/1998	55.85	"Forest Oil Corporation Common S"	NYSE	"Independent Oil & Gas"	"Basic Materials"
452	FSTO	1/2/1998	54.72	 	NASDAQ	""	""
453	FSYS	8/25/2006	25.68	"Fuel Systems Solutions, Inc."	NASDAQ	"Auto Parts"	"Consumer Goods"
454	FTBK	4/16/1998	15.08	"Frontier Financial Corporation"	OTC MARKETS	""	""
455	FTO	4/29/1998	38.75	"Frontier Oil Corp/New"	NYSE	""	""
456	FTWR	8/30/2006	13.14	"FIBERTOWER CP"	OTHER OTC	""	""
457	FUBC	9/18/2009	4.48	"1st United Bancorp, Inc. (FL)"	NASDAQ	"Regional - Mid-Atlantic Banks"	"Financial"
458	FUQI	10/23/2007	10.96	"Fuqi International, Inc."	OTC MARKETS	"Recreational Goods, Other"	"Consumer Goods"
459	FURX	6/1/2010	5.51	"Furiex Pharmaceuticals, Inc."	NASDAQ	"Business Services"	"Services"
460	FWLT	6/3/2005	39.61	"Foster Wheeler AG."	NASDAQ	"Heavy Construction"	"Industrial Goods"
461	FWM	4/17/2013	7.26	 	NYSE	""	""
462	FXEN	1/2/1998	27.57	"FX Energy, Inc."	NASDAQ	"Oil & Gas Drilling & Exploration"	"Basic Materials"
463	FXRE	1/10/2008	0.98	"Circle Entertainment/Inc"	NASDAQ	""	""
464	GAP	1/2/1998	32.42	"Gap, Inc. (The) Common Stock (GPS)"	NYSE	"NYSE"	"NYSE"
465	GBE	6/30/2006	10.27	 	NYSE	""	""
466	GCA	9/23/2005	27.55	"Global Cash Access Holdings, In"	NYSE	"Credit Services"	"Financial"
467	GCOM	1/2/1998	14.21	"Globecomm Systems Inc."	NASDAQ	"Networking & Communication Devices"	"Technology"
468	GDI	1/2/1998	36.21	"Gardner Denver, Inc. Common Sto"	NYSE	"Diversified Machinery"	"Industrial Goods"
469	GDP	1/2/1998	43.58	"Goodrich Petroleum Corporation"	NYSE	"Independent Oil & Gas"	"Basic Materials"
470	GENZ	1/2/1998	56.27	"Genzyme Corp"	NASDAQ	""	""
471	GEOI	1/2/1998	14.05	"GeoResources, Inc."	NASDAQ	"Independent Oil & Gas"	"Basic Materials"
472	GEOY	9/14/2006	16.32	"GeoEye, Inc."	NASDAQ	"Information & Delivery Services"	"Technology"
473	GET	1/2/1998	32.53	"Gaylord Entertainment Company C"	NYSE	"Lodging"	"Services"
474	GETI	11/23/2004	4.55	"Gentek Inc"	NASDAQ	""	""
475	GEVA	11/4/2011	7.95	"Synageva BioPharma Corp."	NASDAQ	"Biotechnology"	"Healthcare"
476	GFIG	2/1/2005	31.32	"GFI Group Inc. Common Stock"	NYSE	"Investment Brokerage - National"	"Financial"
477	GGC	1/2/1998	41.51	"Georgia Gulf Corporation New Co"	NYSE	"NYSE"	"Synthetics"
478	GGR	5/6/2004	9.98	"GeoGlobal Resources Inc. Common"	AMEX	"Independent Oil & Gas"	"Basic Materials"
479	GGS	4/22/2010	6.62	"Global Geophysical Services, In"	NYSE	"Oil & Gas Equipment & Services"	"Basic Materials"
480	GIW	2/12/2004	0.66	"Wilber Corporation Common Stock"	AMEX	""	""
481	GKK	8/2/2004	19.55	"Gramercy Capital Corp Common St"	NYSE	"REIT - Diversified"	"Financial"
482	GKNT	11/10/2006	3.08	"Geeknet, Inc."	NASDAQ	"Internet Software & Services"	"Technology"
483	GKSR	1/23/2006	12.65	"G&K Services Inc"	NASDAQ	""	""
484	GLBC	1/22/2004	18.63	"Global Crossing Ltd"	NASDAQ	""	""
485	GLG	11/5/2007	10.43	"GLG Life Tech Corp (GLGL)"	NASDAQ	"Farm Products"	"Consumer Goods"
486	GMCR	1/2/1998	44.52	"Green Mountain Coffee Roasters,"	NASDAQ	"Processed & Packaged Goods"	"Consumer Goods"
487	GMR	6/14/2001	31.91	"General Maritime Subsidiary Corp"	NYSE	""	""
488	GMTN	4/21/2004	6.71	"Gander Mountain Co"	NASDAQ	""	""
489	GMXR	3/16/2001	27.62	"GMX Resources, Inc. Common Stoc"	NYSE	"Independent Oil & Gas"	"Basic Materials"
490	GNET	3/30/2006	3.17	"Global Traffic Network/Inc"	NASDAQ	""	""
491	GNOM	11/12/2010	5.36	"Complete Genomics, Inc."	NASDAQ	"Biotechnology"	"Healthcare"
492	GOK	5/11/2007	7.1	"Geokinetics, Inc. Common Stock"	AMEX	"Oil & Gas Equipment & Services"	"Basic Materials"
493	GR	1/2/1998	52.67	"Goodrich Corporation (The) Comm"	NYSE	"Aerospace/Defense Products & Services"	"Industrial Goods"
494	GRB	1/2/1998	15.41	"Gerber Scientific Inc"	NYSE	""	""
495	GRH	1/2/2008	4.79	"GreenHunter Energy Inc Common s"	AMEX	"Electric Utilities"	"Utilities"
496	GRM	2/11/2010	3.41	 	NYSE	""	""
497	GRNB	5/21/2007	6.22	"Green Bankshares, Inc."	NASDAQ	"Regional - Southeast Banks"	"Financial"
498	GRT	1/2/1998	43.49	"Glimcher Realty Trust Common St"	NYSE	"REIT - Retail"	"Financial"
499	GSE	2/13/2012	1.92	 	NYSE	""	""
500	GSIC	5/24/2002	25.65	"Gsi Commerce Inc"	NASDAQ	""	""
501	GSIG	6/6/2005	15.3	"GSI Group, Inc."	NASDAQ	"Scientific & Technical Instruments"	"Technology"
502	GSX	12/6/2004	19.98	"Gasco Energy, Inc. Common Stock"	AMEX	"Independent Oil & Gas"	"Basic Materials"
503	GTAT	7/25/2008	25.84	"GT Advanced Technologies, Inc."	NASDAQ	"Semiconductor - Specialized"	"Technology"
504	GTI	5/10/2002	46.94	"GrafTech International Ltd (Hol"	NYSE	"Industrial Electrical Equipment"	"Industrial Goods"
505	GTIV	3/16/2000	33.76	"Gentiva Health Services, Inc."	NASDAQ	"Home Health Care"	"Healthcare"
506	GWAY	2/2/2012	3.16	"Greenway Medical Technologies,"	NYSE	"Information Technology Services"	"Technology"
507	GXDX	10/30/2007	9.13	"Genoptix Inc"	NASDAQ	""	""
508	GY	1/2/1998	40.29	"GenCorp Inc. Common Stock"	NYSE	"Aerospace/Defense - Major Diversified"	"Industrial Goods"
509	GYMB	1/2/1998	36.56	"Gymboree Corp"	NASDAQ	""	""
510	HANS	1/5/1998	33.02	"Monster Beverage Corporation"	NASDAQ	"Beverages - Soft Drinks"	"Consumer Goods"
511	HBOS	6/30/2005	2.24	"Heritage Financial Group"	NASDAQ	"Regional - Mid-Atlantic Banks"	"Financial"
512	HCBK	7/13/1999	56.64	"Hudson City Bancorp, Inc."	NASDAQ	"Savings & Loans"	"Financial"
513	HCC	1/2/1998	52.08	"HCC Insurance Holdings, Inc. Co"	NYSE	"Property & Casualty Insurance"	"Financial"
514	HCR	1/2/1998	28.15	"Manor Care Inc"	NYSE	""	""
515	HDIX	9/21/2006	2.69	"Home Diagnostics Inc"	NASDAQ	""	""
516	HDY	5/5/2005	16.5	"HyperDynamics Corporation Commo"	NYSE	"Oil & Gas Drilling & Exploration"	"Basic Materials"
517	HEK	11/20/2007	16.21	"Heckmann Corporation Common Sto"	NYSE	"Waste Management"	"Industrial Goods"
518	HERO	10/27/2005	40.41	"Hercules Offshore, Inc."	NASDAQ	"Oil & Gas Drilling & Exploration"	"Basic Materials"
519	HET	1/2/1998	33.48	"CAESARS ENTERTAINMENT Corp"	NYSE	""	""
520	HEV	5/8/2008	11.47	 	NYSE	""	""
521	HEW	7/24/2002	25.67	"Hewitt Associates Inc"	NYSE	""	""
522	HGIC	1/2/1998	16.47	"Harleysville Group Inc."	NASDAQ	"Property & Casualty Insurance"	"Financial"
523	HGR	12/15/1998	32.6	"Hanger Orthopedic Group, Inc. C"	NYSE	"Specialized Health Services"	"Healthcare"
524	HGRD	1/5/2000	6.29	"Health Grades Inc"	NASDAQ	""	""
525	HGSI	1/2/1998	57.28	"Human Genome Sciences, Inc."	NASDAQ	"Biotechnology"	"Healthcare"
526	HHGP	4/1/2003	17.19	"Hudson Highland Group, Inc."	NASDAQ	"Staffing & Outsourcing Services"	"Services"
527	HILL	7/28/2003	22.53	"Dot Hill Systems Corporation"	NASDAQ	"Data Storage Devices"	"Technology"
528	HITK	1/2/1998	23.76	"Hi-Tech Pharmacal Co., Inc."	NASDAQ	"Drugs - Generic"	"Healthcare"
529	HITT	7/22/2005	23.9	"Hittite Microwave Corporation"	NASDAQ	"Semiconductor - Integrated Circuits"	"Technology"
530	HLSS	2/29/2012	11.86	 	NASDAQ	""	""
531	HMA	1/2/1998	59.64	"Health Management Associates, I"	NYSE	"Hospitals"	"Healthcare"
532	HME	1/2/1998	45.95	"Home Properties, Inc. Common St"	NYSE	"REIT - Residential"	"Financial"
533	HNBC	1/2/1998	11.49	"Harleysville National Corp"	NASDAQ	""	""
534	HNT	11/6/2000	57.96	"Health Net Inc. Common Stock"	NYSE	"Health Care Plans"	"Healthcare"
535	HNZ	1/2/1998	61.73	"H.J. Heinz Company Common Stock"	NYSE	"Food - Major Diversified"	"Consumer Goods"
536	HOC	4/26/2004	27.69	"HollyFrontier Corp"	NYSE	""	""
537	HOGS	12/27/2007	14.45	"Zhongpin Inc."	NASDAQ	"Food - Major Diversified"	"Consumer Goods"
538	HOME	12/7/2004	5.36	"Home Federal Bancorp, Inc."	NASDAQ	"Savings & Loans"	"Financial"
539	HOOK	1/2/1998	3.78	"Craft Brew Alliance, Inc."	NASDAQ	"Beverages - Brewers"	"Consumer Goods"
540	HOTT	1/2/1998	50.39	"Hot Topic, Inc."	NASDAQ	"Apparel Stores"	"Services"
541	HPC	1/2/1998	32.09	"Hercules Inc"	NYSE	""	""
542	HPTX	7/26/2012	4.22	 	NASDAQ	""	""
543	HPY	8/16/2005	31.34	"Heartland Payment Systems, Inc."	NYSE	"Business Services"	"Services"
544	HQS	5/17/2007	4.86	"HQ Sustainable Maritime Industries/Inc"	NYSE	""	""
545	HRBN	1/31/2007	10.99	"Harbin Electric/Inc"	NASDAQ	""	""
546	HRLY	1/2/1998	15.05	"Herley Industries Inc/New"	NASDAQ	""	""
547	HRP	1/2/1998	39.58	"CommonWealth REIT"	NYSE	""	""
548	HRZ	9/27/2005	17.66	 	NYSE	""	""
549	HS	2/6/2006	21.96	"HealthSpring/Inc"	NYSE	""	""
550	HSH	1/2/1998	68.42	"Hillshire Brands Company"	NYSE	"Processed & Packaged Goods"	"Consumer Goods"
551	HSP	5/3/2004	46.51	"Hospira Inc"	NYSE	"Drug Delivery"	"Healthcare"
552	HSTX	2/7/2007	7.37	"Aviat Networks/Inc"	NASDAQ	""	""
553	HSWI	10/3/2007	2.74	"Remark Media, Inc."	NASDAQ	"Internet Information Providers"	"Technology"
554	HTSI	5/2/2007	22.49	 	NASDAQ	""	""
